lineCmp,sameLineCmp,charCmp,wordCmp,label
0.905263158,0.002906977,1.811146752,0.957099957,1
0.938650307,0.006535948,1.887624467,0.943396226,1
0.849710983,0.006802721,1.414589443,0.660076046,0
0.95,0.005263158,1.90076846,0.956456456,1
0.929648241,0.005405405,2.085596968,0.910891089,1
0.949206349,0.003344482,2.260109835,1.007492507,1
0.959349593,0.004237288,3.049382716,1.024976213,1
0.905759162,0.001926782,1.645850452,0.96552937,1
0.939393939,0.006451613,1.50282638,0.962264151,1
0.964169381,0.003378378,1.617033717,0.96333003,1
0.552816901,0.006369427,0.761922786,0.352668213,0
0.944751381,0.005847953,2.597095742,0.971232877,1
0.941176471,0.005208333,2.551915201,1.036761284,1
0.955645161,0.004219409,2.464895636,1.006462036,1
0.957264957,0.004464286,2.233965673,1.006815366,1
0.942528736,0.006097561,2.025556472,0.947089947,1
0.942196532,0.006134969,2.239507959,0.959319527,1
0.972665148,0.00234192,1.66590179,0.891393443,1
0.966887417,0.003424658,2.043262731,1,1
0.882903981,0.00265252,1.800301811,0.853040541,1
0.915019763,0.002159827,1.841991653,0.964330025,1
0.848958333,0.006134969,2.168768546,0.965970611,1
0.865454545,0.004201681,1.578599463,0.876746507,1
0.870646766,0.005714286,1.846639232,0.827586207,1
0.945652174,0.005747126,1.475133894,0.964028777,1
0.917391304,0.004739336,1.929839947,0.801523487,0
0.941176471,0.00625,2.351921115,0.977489768,1
